,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,bpm,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,bpm_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,bpm_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,bpm_max_opp,team_opp,total_opp,home_opp,season,date,won
1013,240.0,240.0,34.0,85.0,0.4,4.0,24.0,0.167,21.0,25.0,0.84,13.0,31.0,44.0,17.0,12.0,3.0,11.0,17.0,93.0,,,0.484,0.424,0.282,0.294,25.5,63.3,44.0,50.0,13.2,4.8,10.3,100.0,102.0,93.2,,,,10.0,24.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,3.0,7.0,9.0,4.0,3.0,1.0,3.0,3.0,26.0,20.3,14.0,1.5,1.5,1.0,1.5,12.5,29.7,17.0,42.4,10.1,2.9,34.0,33.4,300.0,106.0,27.4,SAS,93,1,0,240.0,240.0,31.0,81.0,0.383,2.0,18.0,0.111,21.0,25.0,0.84,18.0,38.0,56.0,18.0,7.0,2.0,19.0,23.0,85.0,,,0.462,0.395,0.222,0.309,36.7,74.5,56.0,58.1,7.7,3.3,17.1,100.0,93.2,102.0,,,,11.0,25.0,1.0,1.0,5.0,1.0,8.0,10.0,1.0,4.0,13.0,17.0,8.0,3.0,1.0,9.0,4.0,28.0,18.8,1.0,1.042,1.25,0.8,1.0,18.1,43.7,29.1,61.4,4.2,2.3,66.7,100.0,201.0,111.0,14.0,OKC,85,0,2016,2016-03-12,True
1014,265.0,265.0,37.0,98.0,0.378,9.0,25.0,0.36,21.0,26.0,0.808,16.0,31.0,47.0,19.0,9.0,5.0,14.0,30.0,104.0,,,0.475,0.423,0.255,0.265,31.4,81.6,52.8,51.4,8.7,7.6,11.3,100.0,101.0,108.8,,,,11.0,21.0,0.524,4.0,8.0,0.571,4.0,5.0,1.0,6.0,7.0,11.0,9.0,3.0,3.0,4.0,5.0,28.0,16.8,0.0,0.64,0.619,0.444,0.5,18.9,32.0,19.8,37.7,3.9,7.3,17.0,27.3,117.0,117.0,4.5,MIA,104,0,1,265.0,265.0,37.0,84.0,0.44,6.0,18.0,0.333,32.0,38.0,0.842,7.0,35.0,42.0,17.0,10.0,7.0,14.0,23.0,112.0,,,0.556,0.476,0.214,0.452,18.4,68.6,47.2,45.9,9.7,9.6,12.2,100.0,108.8,101.0,,,,13.0,26.0,0.714,3.0,8.0,0.75,12.0,15.0,1.0,4.0,10.0,10.0,7.0,2.0,3.0,4.0,5.0,38.0,31.0,14.0,0.733,0.714,0.5,0.577,15.2,25.6,18.4,40.8,4.9,7.3,36.2,38.4,145.0,115.0,11.7,TOR,112,1,2016,2016-03-12,False
1015,265.0,265.0,37.0,84.0,0.44,6.0,18.0,0.333,32.0,38.0,0.842,7.0,35.0,42.0,17.0,10.0,7.0,14.0,23.0,112.0,,,0.556,0.476,0.214,0.452,18.4,68.6,47.2,45.9,9.7,9.6,12.2,100.0,108.8,101.0,,,,13.0,26.0,0.714,3.0,8.0,0.75,12.0,15.0,1.0,4.0,10.0,10.0,7.0,2.0,3.0,4.0,5.0,38.0,31.0,14.0,0.733,0.714,0.5,0.577,15.2,25.6,18.4,40.8,4.9,7.3,36.2,38.4,145.0,115.0,11.7,TOR,112,1,0,265.0,265.0,37.0,98.0,0.378,9.0,25.0,0.36,21.0,26.0,0.808,16.0,31.0,47.0,19.0,9.0,5.0,14.0,30.0,104.0,,,0.475,0.423,0.255,0.265,31.4,81.6,52.8,51.4,8.7,7.6,11.3,100.0,101.0,108.8,,,,11.0,21.0,0.524,4.0,8.0,0.571,4.0,5.0,1.0,6.0,7.0,11.0,9.0,3.0,3.0,4.0,5.0,28.0,16.8,0.0,0.64,0.619,0.444,0.5,18.9,32.0,19.8,37.7,3.9,7.3,17.0,27.3,117.0,117.0,4.5,MIA,104,0,2016,2016-03-12,True
1016,240.0,240.0,33.0,87.0,0.379,5.0,24.0,0.208,4.0,7.0,0.571,7.0,31.0,38.0,24.0,9.0,5.0,17.0,14.0,75.0,,,0.416,0.408,0.276,0.08,14.6,77.5,43.2,72.7,9.3,9.1,15.9,100.0,77.5,107.5,,,,9.0,17.0,0.8,2.0,7.0,0.5,1.0,2.0,1.0,2.0,6.0,7.0,6.0,2.0,2.0,3.0,3.0,19.0,12.7,7.0,0.875,0.875,0.778,2.0,8.9,34.1,18.1,41.9,5.0,14.5,61.5,30.3,160.0,119.0,20.9,IND,75,0,1,240.0,240.0,40.0,85.0,0.471,15.0,30.0,0.5,9.0,10.0,0.9,9.0,41.0,50.0,27.0,11.0,6.0,17.0,13.0,104.0,,,0.582,0.559,0.353,0.118,22.5,85.4,56.8,67.5,11.4,9.5,16.0,100.0,107.5,77.5,,,,8.0,14.0,0.8,4.0,9.0,1.0,2.0,2.0,1.0,3.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,18.0,22.0,29.0,1.02,1.0,0.692,0.4,30.0,32.6,22.7,55.1,5.5,7.7,50.0,28.3,209.0,87.0,27.6,ATL,104,1,2016,2016-03-13,False
1017,240.0,240.0,40.0,85.0,0.471,15.0,30.0,0.5,9.0,10.0,0.9,9.0,41.0,50.0,27.0,11.0,6.0,17.0,13.0,104.0,,,0.582,0.559,0.353,0.118,22.5,85.4,56.8,67.5,11.4,9.5,16.0,100.0,107.5,77.5,,,,8.0,14.0,0.8,4.0,9.0,1.0,2.0,2.0,1.0,3.0,7.0,9.0,9.0,3.0,3.0,3.0,3.0,18.0,22.0,29.0,1.02,1.0,0.692,0.4,30.0,32.6,22.7,55.1,5.5,7.7,50.0,28.3,209.0,87.0,27.6,ATL,104,1,0,240.0,240.0,33.0,87.0,0.379,5.0,24.0,0.208,4.0,7.0,0.571,7.0,31.0,38.0,24.0,9.0,5.0,17.0,14.0,75.0,,,0.416,0.408,0.276,0.08,14.6,77.5,43.2,72.7,9.3,9.1,15.9,100.0,77.5,107.5,,,,9.0,17.0,0.8,2.0,7.0,0.5,1.0,2.0,1.0,2.0,6.0,7.0,6.0,2.0,2.0,3.0,3.0,19.0,12.7,7.0,0.875,0.875,0.778,2.0,8.9,34.1,18.1,41.9,5.0,14.5,61.5,30.3,160.0,119.0,20.9,IND,75,0,2016,2016-03-13,True
1018,240.0,240.0,45.0,89.0,0.506,6.0,14.0,0.429,13.0,21.0,0.619,15.0,26.0,41.0,27.0,13.0,3.0,13.0,12.0,109.0,,,0.555,0.539,0.157,0.236,34.9,89.7,56.9,60.0,13.9,7.0,11.7,100.0,116.7,107.1,,,,12.0,17.0,0.75,3.0,7.0,0.6,4.0,11.0,1.0,5.0,8.0,11.0,14.0,5.0,2.0,3.0,2.0,28.0,35.1,19.0,0.672,0.75,0.875,0.688,26.9,32.6,22.5,53.6,6.8,5.5,20.0,28.5,143.0,119.0,21.4,MIL,109,0,1,240.0,240.0,39.0,70.0,0.557,12.0,27.0,0.444,10.0,13.0,0.769,3.0,28.0,31.0,25.0,3.0,6.0,21.0,18.0,100.0,,,0.66,0.643,0.386,0.186,10.3,65.1,43.1,64.1,3.2,8.0,21.7,100.0,107.1,116.7,,,,8.0,15.0,1.0,3.0,7.0,1.0,4.0,4.0,1.0,2.0,8.0,10.0,7.0,1.0,2.0,7.0,4.0,20.0,15.1,14.0,1.064,1.5,1.0,2.0,9.0,57.7,34.5,34.3,2.7,11.2,60.0,31.6,188.0,127.0,8.6,BRK,100,1,2016,2016-03-13,True
1019,240.0,240.0,39.0,70.0,0.557,12.0,27.0,0.444,10.0,13.0,0.769,3.0,28.0,31.0,25.0,3.0,6.0,21.0,18.0,100.0,,,0.66,0.643,0.386,0.186,10.3,65.1,43.1,64.1,3.2,8.0,21.7,100.0,107.1,116.7,,,,8.0,15.0,1.0,3.0,7.0,1.0,4.0,4.0,1.0,2.0,8.0,10.0,7.0,1.0,2.0,7.0,4.0,20.0,15.1,14.0,1.064,1.5,1.0,2.0,9.0,57.7,34.5,34.3,2.7,11.2,60.0,31.6,188.0,127.0,8.6,BRK,100,1,0,240.0,240.0,45.0,89.0,0.506,6.0,14.0,0.429,13.0,21.0,0.619,15.0,26.0,41.0,27.0,13.0,3.0,13.0,12.0,109.0,,,0.555,0.539,0.157,0.236,34.9,89.7,56.9,60.0,13.9,7.0,11.7,100.0,116.7,107.1,,,,12.0,17.0,0.75,3.0,7.0,0.6,4.0,11.0,1.0,5.0,8.0,11.0,14.0,5.0,2.0,3.0,2.0,28.0,35.1,19.0,0.672,0.75,0.875,0.688,26.9,32.6,22.5,53.6,6.8,5.5,20.0,28.5,143.0,119.0,21.4,MIL,109,0,2016,2016-03-13,False
1020,240.0,240.0,41.0,84.0,0.488,18.0,37.0,0.486,14.0,20.0,0.7,9.0,40.0,49.0,23.0,3.0,4.0,10.0,19.0,114.0,,,0.614,0.595,0.44,0.238,23.7,88.9,59.0,56.1,3.3,8.5,9.7,100.0,125.2,98.8,,,,9.0,17.0,1.0,5.0,8.0,1.0,6.0,7.0,1.0,6.0,9.0,11.0,5.0,1.0,2.0,2.0,3.0,27.0,23.6,25.0,1.5,1.5,1.0,1.0,59.2,50.0,54.2,35.7,3.7,31.1,50.0,44.6,300.0,106.0,29.1,CLE,114,0,1,240.0,240.0,32.0,79.0,0.405,10.0,32.0,0.313,16.0,19.0,0.842,5.0,29.0,34.0,23.0,5.0,4.0,10.0,23.0,90.0,,,0.515,0.468,0.405,0.241,11.1,76.3,41.0,71.9,5.5,8.5,10.3,100.0,98.8,125.2,,,,7.0,13.0,1.0,3.0,6.0,0.5,4.0,5.0,1.0,2.0,9.0,11.0,10.0,2.0,2.0,4.0,4.0,19.0,17.0,11.0,0.955,1.0,0.667,1.0,18.2,35.2,24.7,67.3,4.9,17.4,23.9,27.7,166.0,135.0,10.5,LAC,90,1,2016,2016-03-13,True
1021,240.0,240.0,32.0,79.0,0.405,10.0,32.0,0.313,16.0,19.0,0.842,5.0,29.0,34.0,23.0,5.0,4.0,10.0,23.0,90.0,,,0.515,0.468,0.405,0.241,11.1,76.3,41.0,71.9,5.5,8.5,10.3,100.0,98.8,125.2,,,,7.0,13.0,1.0,3.0,6.0,0.5,4.0,5.0,1.0,2.0,9.0,11.0,10.0,2.0,2.0,4.0,4.0,19.0,17.0,11.0,0.955,1.0,0.667,1.0,18.2,35.2,24.7,67.3,4.9,17.4,23.9,27.7,166.0,135.0,10.5,LAC,90,1,0,240.0,240.0,41.0,84.0,0.488,18.0,37.0,0.486,14.0,20.0,0.7,9.0,40.0,49.0,23.0,3.0,4.0,10.0,19.0,114.0,,,0.614,0.595,0.44,0.238,23.7,88.9,59.0,56.1,3.3,8.5,9.7,100.0,125.2,98.8,,,,9.0,17.0,1.0,5.0,8.0,1.0,6.0,7.0,1.0,6.0,9.0,11.0,5.0,1.0,2.0,2.0,3.0,27.0,23.6,25.0,1.5,1.5,1.0,1.0,59.2,50.0,54.2,35.7,3.7,31.1,50.0,44.6,300.0,106.0,29.1,CLE,114,0,2016,2016-03-13,False
1022,240.0,240.0,33.0,75.0,0.44,5.0,21.0,0.238,19.0,27.0,0.704,5.0,40.0,45.0,19.0,5.0,6.0,10.0,16.0,90.0,,,0.518,0.473,0.28,0.36,12.5,80.0,50.0,57.6,5.5,8.7,10.3,100.0,99.1,95.8,,,,10.0,20.0,0.857,2.0,7.0,0.5,4.0,6.0,1.0,3.0,9.0,12.0,6.0,2.0,2.0,3.0,5.0,26.0,21.3,9.0,0.87,0.857,0.875,0.8,9.6,27.4,17.1,29.7,3.4,5.6,25.0,30.1,130.0,102.0,8.6,NYK,90,0,1,240.0,240.0,34.0,85.0,0.4,3.0,16.0,0.188,16.0,21.0,0.762,10.0,35.0,45.0,14.0,6.0,2.0,9.0,20.0,87.0,,,0.462,0.418,0.188,0.247,20.0,87.5,50.0,41.2,6.6,3.7,8.7,100.0,95.8,99.1,,,,7.0,16.0,0.75,1.0,4.0,0.5,3.0,4.0,1.0,2.0,7.0,8.0,5.0,3.0,1.0,3.0,4.0,15.0,12.8,9.0,0.788,0.75,1.0,0.571,8.7,44.8,23.2,43.7,7.2,3.4,25.5,35.7,167.0,105.0,10.4,LAL,87,1,2016,2016-03-13,True
1023,240.0,240.0,34.0,85.0,0.4,3.0,16.0,0.188,16.0,21.0,0.762,10.0,35.0,45.0,14.0,6.0,2.0,9.0,20.0,87.0,,,0.462,0.418,0.188,0.247,20.0,87.5,50.0,41.2,6.6,3.7,8.7,100.0,95.8,99.1,,,,7.0,16.0,0.75,1.0,4.0,0.5,3.0,4.0,1.0,2.0,7.0,8.0,5.0,3.0,1.0,3.0,4.0,15.0,12.8,9.0,0.788,0.75,1.0,0.571,8.7,44.8,23.2,43.7,7.2,3.4,25.5,35.7,167.0,105.0,10.4,LAL,87,1,0,240.0,240.0,33.0,75.0,0.44,5.0,21.0,0.238,19.0,27.0,0.704,5.0,40.0,45.0,19.0,5.0,6.0,10.0,16.0,90.0,,,0.518,0.473,0.28,0.36,12.5,80.0,50.0,57.6,5.5,8.7,10.3,100.0,99.1,95.8,,,,10.0,20.0,0.857,2.0,7.0,0.5,4.0,6.0,1.0,3.0,9.0,12.0,6.0,2.0,2.0,3.0,5.0,26.0,21.3,9.0,0.87,0.857,0.875,0.8,9.6,27.4,17.1,29.7,3.4,5.6,25.0,30.1,130.0,102.0,8.6,NYK,90,0,2016,2016-03-13,False
1024,240.0,240.0,39.0,82.0,0.476,12.0,28.0,0.429,18.0,22.0,0.818,11.0,36.0,47.0,26.0,8.0,3.0,16.0,22.0,108.0,,,0.589,0.549,0.341,0.268,28.2,81.8,56.6,66.7,8.6,5.0,14.9,100.0,115.6,106.0,,,,10.0,19.0,0.667,4.0,9.0,1.0,8.0,10.0,1.0,5.0,9.0,14.0,8.0,3.0,2.0,5.0,6.0,28.0,30.9,23.0,1.0,1.0,0.667,0.667,16.4,39.2,21.6,40.7,4.7,6.3,40.0,25.4,156.0,116.0,15.7,UTA,108,0,1,240.0,240.0,38.0,81.0,0.469,9.0,21.0,0.429,14.0,21.0,0.667,8.0,28.0,36.0,25.0,8.0,5.0,12.0,20.0,99.0,,,0.549,0.525,0.259,0.259,18.2,71.8,43.4,65.8,8.6,9.3,11.7,100.0,106.0,115.6,,,,10.0,23.0,0.667,4.0,6.0,1.0,8.0,11.0,1.0,2.0,8.0,10.0,9.0,2.0,2.0,5.0,5.0,31.0,25.4,5.0,0.833,0.833,0.5,1.0,7.6,38.8,18.2,35.4,4.7,14.0,35.7,39.6,136.0,124.0,13.1,SAC,99,1,2016,2016-03-13,True
1025,240.0,240.0,38.0,81.0,0.469,9.0,21.0,0.429,14.0,21.0,0.667,8.0,28.0,36.0,25.0,8.0,5.0,12.0,20.0,99.0,,,0.549,0.525,0.259,0.259,18.2,71.8,43.4,65.8,8.6,9.3,11.7,100.0,106.0,115.6,,,,10.0,23.0,0.667,4.0,6.0,1.0,8.0,11.0,1.0,2.0,8.0,10.0,9.0,2.0,2.0,5.0,5.0,31.0,25.4,5.0,0.833,0.833,0.5,1.0,7.6,38.8,18.2,35.4,4.7,14.0,35.7,39.6,136.0,124.0,13.1,SAC,99,1,0,240.0,240.0,39.0,82.0,0.476,12.0,28.0,0.429,18.0,22.0,0.818,11.0,36.0,47.0,26.0,8.0,3.0,16.0,22.0,108.0,,,0.589,0.549,0.341,0.268,28.2,81.8,56.6,66.7,8.6,5.0,14.9,100.0,115.6,106.0,,,,10.0,19.0,0.667,4.0,9.0,1.0,8.0,10.0,1.0,5.0,9.0,14.0,8.0,3.0,2.0,5.0,6.0,28.0,30.9,23.0,1.0,1.0,0.667,0.667,16.4,39.2,21.6,40.7,4.7,6.3,40.0,25.4,156.0,116.0,15.7,UTA,108,0,2016,2016-03-13,False
1026,240.0,240.0,42.0,87.0,0.483,9.0,30.0,0.3,14.0,18.0,0.778,6.0,36.0,42.0,30.0,9.0,6.0,15.0,26.0,107.0,,,0.564,0.534,0.345,0.207,15.4,83.7,51.2,71.4,9.1,13.0,13.6,100.0,107.7,96.6,,,,9.0,18.0,0.75,5.0,9.0,0.556,6.0,7.0,1.0,2.0,10.0,11.0,12.0,3.0,2.0,5.0,5.0,24.0,24.6,23.0,0.806,0.821,1.0,2.0,9.4,42.5,23.0,50.2,6.2,13.2,30.4,34.8,136.0,107.0,16.6,DAL,107,0,1,240.0,240.0,32.0,76.0,0.421,10.0,30.0,0.333,22.0,34.0,0.647,7.0,33.0,40.0,18.0,9.0,7.0,15.0,16.0,96.0,,,0.528,0.487,0.395,0.447,16.3,84.6,48.8,56.3,9.1,12.3,14.2,100.0,96.6,107.7,,,,8.0,18.0,0.571,3.0,8.0,0.5,7.0,9.0,1.0,4.0,7.0,9.0,9.0,2.0,2.0,5.0,4.0,25.0,19.6,-3.0,0.761,0.75,1.0,2.0,16.8,49.0,27.2,48.6,3.3,5.6,34.0,30.7,147.0,111.0,10.6,CHO,96,1,2016,2016-03-14,True
1027,240.0,240.0,32.0,76.0,0.421,10.0,30.0,0.333,22.0,34.0,0.647,7.0,33.0,40.0,18.0,9.0,7.0,15.0,16.0,96.0,,,0.528,0.487,0.395,0.447,16.3,84.6,48.8,56.3,9.1,12.3,14.2,100.0,96.6,107.7,,,,8.0,18.0,0.571,3.0,8.0,0.5,7.0,9.0,1.0,4.0,7.0,9.0,9.0,2.0,2.0,5.0,4.0,25.0,19.6,-3.0,0.761,0.75,1.0,2.0,16.8,49.0,27.2,48.6,3.3,5.6,34.0,30.7,147.0,111.0,10.6,CHO,96,1,0,240.0,240.0,42.0,87.0,0.483,9.0,30.0,0.3,14.0,18.0,0.778,6.0,36.0,42.0,30.0,9.0,6.0,15.0,26.0,107.0,,,0.564,0.534,0.345,0.207,15.4,83.7,51.2,71.4,9.1,13.0,13.6,100.0,107.7,96.6,,,,9.0,18.0,0.75,5.0,9.0,0.556,6.0,7.0,1.0,2.0,10.0,11.0,12.0,3.0,2.0,5.0,5.0,24.0,24.6,23.0,0.806,0.821,1.0,2.0,9.4,42.5,23.0,50.2,6.2,13.2,30.4,34.8,136.0,107.0,16.6,DAL,107,0,2016,2016-03-14,False
1028,240.0,240.0,35.0,93.0,0.376,7.0,25.0,0.28,30.0,34.0,0.882,17.0,23.0,40.0,18.0,14.0,3.0,9.0,19.0,107.0,,,0.496,0.414,0.269,0.366,30.9,74.2,46.5,51.4,14.3,5.4,7.7,100.0,109.6,128.1,,,,6.0,20.0,0.5,4.0,10.0,0.5,10.0,11.0,1.0,5.0,7.0,12.0,8.0,4.0,2.0,4.0,4.0,22.0,19.9,6.0,0.661,0.571,0.714,0.692,15.5,37.2,23.0,37.4,8.8,5.9,19.4,38.2,137.0,136.0,6.3,NOP,107,0,1,240.0,240.0,47.0,81.0,0.58,12.0,25.0,0.48,19.0,23.0,0.826,8.0,38.0,46.0,30.0,6.0,6.0,18.0,22.0,125.0,,,0.686,0.654,0.309,0.284,25.8,69.1,53.5,63.8,6.1,8.8,16.5,100.0,128.1,109.6,,,,10.0,16.0,1.0,4.0,9.0,1.0,3.0,4.0,1.0,3.0,11.0,12.0,5.0,2.0,3.0,4.0,4.0,27.0,25.4,27.0,1.054,1.0,0.667,1.5,35.0,37.3,23.9,37.5,5.4,6.8,36.8,37.7,226.0,120.0,13.7,GSW,125,1,2016,2016-03-14,False
1029,240.0,240.0,47.0,81.0,0.58,12.0,25.0,0.48,19.0,23.0,0.826,8.0,38.0,46.0,30.0,6.0,6.0,18.0,22.0,125.0,,,0.686,0.654,0.309,0.284,25.8,69.1,53.5,63.8,6.1,8.8,16.5,100.0,128.1,109.6,,,,10.0,16.0,1.0,4.0,9.0,1.0,3.0,4.0,1.0,3.0,11.0,12.0,5.0,2.0,3.0,4.0,4.0,27.0,25.4,27.0,1.054,1.0,0.667,1.5,35.0,37.3,23.9,37.5,5.4,6.8,36.8,37.7,226.0,120.0,13.7,GSW,125,1,0,240.0,240.0,35.0,93.0,0.376,7.0,25.0,0.28,30.0,34.0,0.882,17.0,23.0,40.0,18.0,14.0,3.0,9.0,19.0,107.0,,,0.496,0.414,0.269,0.366,30.9,74.2,46.5,51.4,14.3,5.4,7.7,100.0,109.6,128.1,,,,6.0,20.0,0.5,4.0,10.0,0.5,10.0,11.0,1.0,5.0,7.0,12.0,8.0,4.0,2.0,4.0,4.0,22.0,19.9,6.0,0.661,0.571,0.714,0.692,15.5,37.2,23.0,37.4,8.8,5.9,19.4,38.2,137.0,136.0,6.3,NOP,107,0,2016,2016-03-14,True
1030,240.0,240.0,30.0,101.0,0.297,4.0,17.0,0.235,17.0,28.0,0.607,28.0,30.0,58.0,14.0,7.0,0.0,20.0,25.0,81.0,,,0.357,0.317,0.168,0.277,38.4,78.9,52.3,46.7,6.8,0.0,15.0,100.0,78.7,126.3,,,,5.0,17.0,0.571,2.0,5.0,1.0,9.0,10.0,1.0,13.0,6.0,15.0,4.0,3.0,0.0,5.0,6.0,17.0,12.5,-11.0,0.571,0.571,0.417,0.833,33.8,25.9,25.7,25.9,5.4,0.0,36.0,29.4,130.0,131.0,3.8,MEM,81,0,1,240.0,240.0,46.0,85.0,0.541,16.0,33.0,0.485,22.0,34.0,0.647,8.0,45.0,53.0,29.0,13.0,14.0,13.0,22.0,130.0,,,0.65,0.635,0.388,0.4,21.1,61.6,47.7,63.0,12.6,16.7,11.5,100.0,126.3,78.7,,,,7.0,14.0,1.0,4.0,7.0,1.0,7.0,9.0,1.0,3.0,10.0,13.0,8.0,3.0,5.0,5.0,4.0,18.0,15.6,37.0,1.5,1.5,1.0,1.5,15.8,27.5,23.5,37.8,5.4,11.9,33.3,33.4,168.0,95.0,18.5,HOU,130,1,2016,2016-03-14,False
1031,240.0,240.0,46.0,85.0,0.541,16.0,33.0,0.485,22.0,34.0,0.647,8.0,45.0,53.0,29.0,13.0,14.0,13.0,22.0,130.0,,,0.65,0.635,0.388,0.4,21.1,61.6,47.7,63.0,12.6,16.7,11.5,100.0,126.3,78.7,,,,7.0,14.0,1.0,4.0,7.0,1.0,7.0,9.0,1.0,3.0,10.0,13.0,8.0,3.0,5.0,5.0,4.0,18.0,15.6,37.0,1.5,1.5,1.0,1.5,15.8,27.5,23.5,37.8,5.4,11.9,33.3,33.4,168.0,95.0,18.5,HOU,130,1,0,240.0,240.0,30.0,101.0,0.297,4.0,17.0,0.235,17.0,28.0,0.607,28.0,30.0,58.0,14.0,7.0,0.0,20.0,25.0,81.0,,,0.357,0.317,0.168,0.277,38.4,78.9,52.3,46.7,6.8,0.0,15.0,100.0,78.7,126.3,,,,5.0,17.0,0.571,2.0,5.0,1.0,9.0,10.0,1.0,13.0,6.0,15.0,4.0,3.0,0.0,5.0,6.0,17.0,12.5,-11.0,0.571,0.571,0.417,0.833,33.8,25.9,25.7,25.9,5.4,0.0,36.0,29.4,130.0,131.0,3.8,MEM,81,0,2016,2016-03-14,True
1032,240.0,240.0,49.0,93.0,0.527,7.0,20.0,0.35,14.0,20.0,0.7,13.0,27.0,40.0,22.0,9.0,2.0,15.0,21.0,119.0,,,0.584,0.565,0.215,0.215,32.5,81.8,54.8,44.9,9.0,3.2,12.8,100.0,119.2,124.2,,,,11.0,19.0,1.0,2.0,5.0,1.0,5.0,6.0,1.0,6.0,5.0,11.0,10.0,3.0,1.0,5.0,4.0,24.0,23.9,16.0,0.974,1.0,0.5,1.0,28.0,28.8,28.2,40.7,4.3,3.0,19.6,33.6,183.0,132.0,13.1,DEN,119,0,1,240.0,240.0,47.0,79.0,0.595,8.0,17.0,0.471,22.0,28.0,0.786,6.0,27.0,33.0,24.0,9.0,6.0,15.0,20.0,124.0,,,0.679,0.646,0.215,0.354,18.2,67.5,45.2,51.1,9.0,8.2,14.1,100.0,124.2,119.2,,,,8.0,15.0,1.0,4.0,5.0,1.0,6.0,7.0,1.0,2.0,8.0,10.0,8.0,2.0,3.0,5.0,4.0,20.0,18.4,17.0,1.0,1.0,0.5,0.857,24.0,31.0,21.7,29.7,3.2,10.8,33.3,34.4,148.0,130.0,10.0,MIA,124,1,2016,2016-03-14,False
1033,240.0,240.0,47.0,79.0,0.595,8.0,17.0,0.471,22.0,28.0,0.786,6.0,27.0,33.0,24.0,9.0,6.0,15.0,20.0,124.0,,,0.679,0.646,0.215,0.354,18.2,67.5,45.2,51.1,9.0,8.2,14.1,100.0,124.2,119.2,,,,8.0,15.0,1.0,4.0,5.0,1.0,6.0,7.0,1.0,2.0,8.0,10.0,8.0,2.0,3.0,5.0,4.0,20.0,18.4,17.0,1.0,1.0,0.5,0.857,24.0,31.0,21.7,29.7,3.2,10.8,33.3,34.4,148.0,130.0,10.0,MIA,124,1,0,240.0,240.0,49.0,93.0,0.527,7.0,20.0,0.35,14.0,20.0,0.7,13.0,27.0,40.0,22.0,9.0,2.0,15.0,21.0,119.0,,,0.584,0.565,0.215,0.215,32.5,81.8,54.8,44.9,9.0,3.2,12.8,100.0,119.2,124.2,,,,11.0,19.0,1.0,2.0,5.0,1.0,5.0,6.0,1.0,6.0,5.0,11.0,10.0,3.0,1.0,5.0,4.0,24.0,23.9,16.0,0.974,1.0,0.5,1.0,28.0,28.8,28.2,40.7,4.3,3.0,19.6,33.6,183.0,132.0,13.1,DEN,119,0,2016,2016-03-14,True
